Create schedule for 74 teams playing 10 rounds in 124 matches
with a minimum match separation of 8.
 77:   37    47    36    66    26    71 
 78:   45    62    44    64    63    30 
 79:   11    24    18    56    27    22 
 80:   23    55    16    10    69     5 
 81:   50    39    70    74    38    53 
 82:    6    17    73     8    12    28 
 83:   14    41    13    21    46    54 
 84:   59    25    57     3     1    49 
 85:   31    29    32    34    40    51 
 86:   15    35    52    19    65     9 
 87:   20    67    27    48     4    62 
 88:   61    55    26    18     2    64 
 89:   42    69    23    58    24    66 
 90:   45    47     5    73     8    50 
 91:   28    41    43    63    68    70 
 92:   60    21    11    25    39    16 
 93:    1    53    54     3    32     6 
 94:   33    13    30    15    34    10 
 95:   19    74    40    22    36    44 
 96:   31    48    59    17    52    71 
 97:   67    38    37    72    29    14 
 98:   56    51    35     7    57    12 
 99:   73    46     9    49    65    69 
100:   27     8    39     2    23    41 
101:   16    61    66    25    20    54 
102:   24    13    50     1    55    62 
103:   45    18    15     4    74     6 
104:   17    26    21    52    58    63 
105:   72     5    34    22    28    14 
106:    7    56    10    59    53    40 
107:   49    71    48    35    30    29 
108:   60    32    68    64    47     9 
109:   67    57    33    11    36    43 
110:   38    51    31    44    42    46 
111:   70     3    65    12    19    37 
112:   58    16    73     1    13    74 
113:   27    61    69    45    52    34 
114:   21    56    40    55    17    72 
115:   66     7    63    48     5    39 
116:   29    59     8    18    68    35 
117:   49    10    36    32    22     2 
118:   26    28    30     4    54    38 
119:   37     9    41    11    53    64 
120:    6    67    70    23    20    31 
121:   14    12    42    25    50    33 
122:   51     3    46    15    43    47 
123:   44    57    60    71    65    24 
124:   19    16*   58*   39*   62     7*


Schedule Statistics
-------------------

          #: number of matches played, a '+' after the number
               indicates one additional round as a surrogate
          d: minimum delta between matches (e.g. '1' means back-to-back)
       part: number of distinct partners followed by most frequent repeat count
        opp: number of distinct opponents followed by most frequent repeat count
       both: number of distinct teams seen as partner or opponent
               followed by most frequent combined repeat count
        r/b: balance between red and blue alliance appearances
               eg, 3b means team appeared as blue 3 times more than as red
        <->: number of swaps between alliances (ie, bumper color changes)
      s1...: number of appearances at station 1, etc.
 4+ repeats: any teams seen four or more times as partners or opponents

 team   #   d    part    opp    both    r/b <->   s1 s2 s3 4+ repeats
 ----  --  --   -----   -----   -----   --- ---   -- -- -- ------------
    1: 10   8 | 20  1 | 30  1 | 44  2 |  0    5 |  4  3  3
    2: 10   8 | 20  1 | 30  1 | 49  2 |  0    4 |  4  3  3
    3: 10   8 | 20  1 | 30  1 | 48  2 |  0    5 |  3  3  4
    4: 10   8 | 20  1 | 30  1 | 48  2 |  0    1 |  4  3  3
    5: 10   9 | 20  1 | 30  1 | 49  2 |  0    6 |  3  3  4
    6: 10   9 | 20  1 | 30  1 | 49  2 |  0    7 |  3  4  3
    7: 10+  8 | 20  1 | 30  1 | 44  2 |  0    5 |  3  4  3
    8: 10   8 | 20  1 | 30  1 | 47  2 |  2b   5 |  3  4  3
    9: 10   8 | 20  1 | 30  1 | 46  2 |  2b   6 |  3  3  4
   10: 10   8 | 20  1 | 30  1 | 49  2 |  0    4 |  4  3  3
   11: 10   8 | 20  1 | 30  1 | 47  2 |  0    3 |  3  4  3
   12: 10   9 | 20  1 | 30  1 | 46  2 |  0    4 |  4  3  3
   13: 10   8 | 20  1 | 30  1 | 48  2 |  2r   5 |  4  3  3
   14: 10   8 | 20  1 | 30  1 | 48  2 |  0    4 |  3  3  4
   15: 10   8 | 20  1 | 30  1 | 46  2 |  0    6 |  4  3  3
   16: 10+  8 | 20  1 | 30  1 | 47  2 |  0    5 |  4  3  3
   17: 10   8 | 20  1 | 30  1 | 44  2 |  0    6 |  3  4  3
   18: 10   8 | 20  1 | 30  1 | 48  2 |  0    8 |  3  4  3
   19: 10   8 | 20  1 | 30  1 | 45  2 |  2r   6 |  4  3  3
   20: 10   8 | 20  1 | 30  1 | 45  2 |  2r   4 |  4  3  3
   21: 10   8 | 20  1 | 30  1 | 43  2 |  0    4 |  3  3  4
   22: 10   8 | 20  1 | 30  1 | 47  2 |  0    3 |  3  3  4
   23: 10   8 | 20  1 | 30  1 | 47  2 |  2r   5 |  3  4  3
   24: 10   8 | 20  1 | 30  1 | 46  2 |  2b   6 |  3  3  4
   25: 10   8 | 20  1 | 30  1 | 46  2 |  0    3 |  3  4  3
   26: 10   9 | 20  1 | 30  1 | 47  2 |  0    5 |  3  4  3
   27: 10   8 | 20  1 | 30  1 | 47  2 |  0    5 |  3  3  4
   28: 10   8 | 20  1 | 30  1 | 45  2 |  0    6 |  4  3  3
   29: 10   9 | 20  1 | 30  1 | 47  2 |  0    8 |  3  4  3
   30: 10   9 | 20  1 | 30  1 | 47  2 |  2r   4 |  3  3  4
   31: 10   8 | 20  1 | 30  1 | 48  2 |  2b   4 |  4  3  3
   32: 10   8 | 20  1 | 30  1 | 48  2 |  0    4 |  3  4  3
   33: 10   8 | 20  1 | 30  1 | 46  2 |  2b   2 |  3  3  4
   34: 10   8 | 20  1 | 30  1 | 48  2 |  2b   7 |  4  3  3
   35: 10   9 | 20  1 | 30  1 | 46  2 |  0    5 |  4  3  3
   36: 10   8 | 20  1 | 30  1 | 46  2 |  2b   5 |  4  3  3
   37: 10   8 | 20  1 | 30  1 | 46  2 |  0    7 |  3  3  4
   38: 10   8 | 20  1 | 30  1 | 49  2 |  2b   5 |  3  4  3
   39: 10+  8 | 20  1 | 30  1 | 46  2 |  2b   6 |  3  4  3
   40: 10   8 | 20  1 | 30  1 | 47  2 |  0    5 |  3  4  3
   41: 10   8 | 20  1 | 30  1 | 48  2 |  0    5 |  4  3  3
   42: 10   9 | 20  1 | 30  1 | 48  2 |  2r   5 |  3  3  4
   43: 10   8 | 20  1 | 30  1 | 48  2 |  2r   5 |  3  3  4
   44: 10   9 | 20  1 | 30  1 | 47  2 |  0    5 |  3  3  4
   45: 10   8 | 20  1 | 30  1 | 48  2 |  2r   6 |  4  3  3
   46: 10   8 | 20  1 | 30  1 | 47  2 |  0    7 |  3  4  3
   47: 10   8 | 20  1 | 30  1 | 47  2 |  2b   3 |  3  4  3
   48: 10   8 | 20  1 | 30  1 | 45  2 |  2r   5 |  3  3  4
   49: 10   8 | 20  1 | 30  1 | 47  2 |  0    4 |  4  3  3
   50: 10   9 | 20  1 | 30  1 | 48  2 |  0    7 |  3  3  4
   51: 10   9 | 20  1 | 30  1 | 46  2 |  2b   2 |  3  4  3
   52: 10   8 | 20  1 | 30  1 | 48  2 |  0    3 |  3  4  3
   53: 10   8 | 20  1 | 30  1 | 48  2 |  0    5 |  3  4  3
   54: 10   8 | 20  1 | 30  1 | 48  2 |  0    5 |  3  3  4
   55: 10   8 | 20  1 | 30  1 | 49  2 |  0    4 |  4  3  3
   56: 10   8 | 20  1 | 30  1 | 46  2 |  2r   3 |  4  3  3
   57: 10   8 | 20  1 | 30  1 | 48  2 |  0    7 |  3  3  4
   58: 10+  8 | 20  1 | 30  1 | 45  2 |  0    2 |  3  3  4
   59: 10  10 | 20  1 | 30  1 | 48  2 |  2r   5 |  3  3  4
   60: 10   8 | 20  1 | 30  1 | 47  2 |  0    4 |  4  3  3
   61: 10   8 | 20  1 | 30  1 | 48  2 |  2b   3 |  3  4  3
   62: 10   9 | 20  1 | 30  1 | 48  2 |  0    3 |  4  3  3
   63: 10   8 | 20  1 | 30  1 | 48  2 |  2r   4 |  3  3  4
   64: 10   8 | 20  1 | 30  1 | 47  2 |  2r   1 |  4  3  3
   65: 10  10 | 20  1 | 30  1 | 44  2 |  2b   7 |  3  3  4
   66: 10   8 | 20  1 | 30  1 | 47  2 |  2r   6 |  3  4  3
   67: 10  10 | 20  1 | 30  1 | 48  2 |  0    3 |  3  4  3
   68: 10   8 | 20  1 | 30  1 | 46  2 |  2b   5 |  3  4  3
   69: 10   9 | 20  1 | 30  1 | 46  2 |  0    6 |  4  3  3
   70: 10   9 | 20  1 | 30  1 | 49  2 |  0    7 |  3  3  4
   71: 10   9 | 20  1 | 30  1 | 49  2 |  2b   6 |  4  3  3
   72: 10   8 | 20  1 | 30  1 | 48  2 |  0    8 |  3  3  4
   73: 10   8 | 20  1 | 30  1 | 47  2 |  2r   7 |  3  4  3
   74: 10   8 | 20  1 | 30  1 | 47  2 |  0    6 |  3  4  3
------------------------------------------------------------
 best: 10  10 | 20  1 | 30  1 | 49  2 |  0    1 |  4  4  4
worst: 11   8 | 20  1 | 30  1 | 43  2 |  2    8 |  3  3  3
------------------------------------------------------------
station appearance count histogram:
0: 0
1: 0
2: 0
3: 148
4: 74
5: 0
6: 0
7: 0
8: 0
9: 0
10: 0
------------------------------------------------------------
alliance swap count histogram:
8: 3
7: 9
6: 13
5: 22
4: 13
3: 9
2: 3
1: 2
0: 0

elapsed time: 2 minutes 3.81562 seconds

