Create schedule for 78 teams playing 10 rounds in 130 matches
with a minimum match separation of 9.
       both: number of distinct teams seen as partner or opponent
               followed by most frequent combined repeat count
        r/b: balance between red and blue alliance appearances
               eg, 3b means team appeared as blue 3 times more than as red
        <->: number of swaps between alliances (ie, bumper color changes)
      s1...: number of appearances at station 1, etc.
 4+ repeats: any teams seen four or more times as partners or opponents

 team   #   d    part    opp    both    r/b <->   s1 s2 s3 4+ repeats
 ----  --  --   -----   -----   -----   --- ---   -- -- -- ------------
    1: 10  10 | 20  1 | 30  1 | 48  2 |  2r   5 |  3  4  3
    2: 10   9 | 20  1 | 30  1 | 46  2 |  0    7 |  3  4  3
    3: 10   9 | 20  1 | 30  1 | 47  2 |  2b   4 |  4  3  3
    4: 10  12 | 20  1 | 30  1 | 46  2 |  2b   6 |  3  3  4
    5: 10   9 | 20  1 | 30  1 | 47  2 |  0    4 |  3  4  3
    6: 10   9 | 20  1 | 30  1 | 45  2 |  0    6 |  3  4  3
    7: 10  10 | 20  1 | 30  1 | 47  2 |  0    3 |  3  3  4
    8: 10   9 | 20  1 | 30  1 | 46  2 |  0    4 |  4  3  3
    9: 10  10 | 20  1 | 30  1 | 48  2 |  2r   4 |  3  3  4
   10: 10   9 | 20  1 | 30  1 | 45  2 |  2b   5 |  3  3  4
   11: 10   9 | 20  1 | 30  1 | 45  2 |  0    6 |  3  3  4
   12: 10   9 | 20  1 | 30  1 | 48  2 |  0    7 |  4  3  3
   13: 10  10 | 20  1 | 30  1 | 41  2 |  2b   4 |  3  3  4
   14: 10   9 | 20  1 | 30  1 | 44  2 |  2r   5 |  3  4  3
   15: 10   9 | 20  1 | 30  1 | 47  2 |  0    3 |  4  3  3
   16: 10   9 | 20  1 | 30  1 | 46  2 |  0    7 |  3  4  3
   17: 10   9 | 20  1 | 30  1 | 45  2 |  0    4 |  3  3  4
   18: 10   9 | 20  1 | 30  1 | 44  2 |  0    5 |  4  3  3
   19: 10   9 | 20  1 | 30  1 | 44  2 |  2r   5 |  3  3  4
   20: 10  10 | 20  1 | 30  1 | 46  2 |  0    5 |  3  4  3
   21: 10   9 | 20  1 | 30  1 | 48  2 |  2b   3 |  4  3  3
   22: 10   9 | 20  1 | 30  1 | 43  2 |  0    5 |  3  3  4
   23: 10   9 | 20  1 | 30  1 | 44  2 |  2b   7 |  4  3  3
   24: 10  10 | 20  1 | 30  1 | 48  2 |  2r   4 |  3  4  3
   25: 10   9 | 20  1 | 30  1 | 47  2 |  2b   3 |  3  3  4
   26: 10   9 | 20  1 | 30  1 | 48  2 |  2r   4 |  4  3  3
   27: 10   9 | 20  1 | 30  1 | 45  2 |  2r   6 |  4  3  3
   28: 10   9 | 20  1 | 29  2 | 46  3 |  0    5 |  4  3  3
   29: 10   9 | 20  1 | 30  1 | 46  2 |  0    2 |  3  4  3
   30: 10   9 | 20  1 | 30  1 | 46  2 |  0    5 |  3  4  3
   31: 10   9 | 20  1 | 30  1 | 47  2 |  2r   5 |  4  3  3
   32: 10   9 | 20  1 | 30  1 | 47  2 |  2r   5 |  3  4  3
   33: 10   9 | 20  1 | 29  2 | 45  3 |  2b   7 |  3  3  4
   34: 10   9 | 20  1 | 30  1 | 46  2 |  2r   7 |  4  3  3
   35: 10   9 | 20  1 | 30  1 | 47  2 |  2b   7 |  4  3  3
   36: 10   9 | 20  1 | 29  2 | 45  3 |  2r   4 |  3  4  3
   37: 10   9 | 20  1 | 30  1 | 45  2 |  2r   6 |  3  4  3
   38: 10   9 | 20  1 | 29  2 | 45  3 |  0    6 |  3  3  4
   39: 10  10 | 20  1 | 30  1 | 45  2 |  2b   5 |  3  4  3
   40: 10   9 | 20  1 | 30  1 | 48  2 |  2b   6 |  3  4  3
   41: 10   9 | 20  1 | 30  1 | 48  2 |  2r   3 |  3  3  4
   42: 10   9 | 20  1 | 30  1 | 48  2 |  2b   5 |  4  3  3
   43: 10   9 | 20  1 | 30  1 | 46  2 |  0    5 |  3  3  4
   44: 10  11 | 20  1 | 30  1 | 47  2 |  0    2 |  3  3  4
   45: 10   9 | 20  1 | 30  1 | 45  2 |  0    6 |  3  3  4
   46: 10   9 | 20  1 | 30  1 | 45  2 |  0    6 |  3  4  3
   47: 10   9 | 20  1 | 30  1 | 47  2 |  0    5 |  3  3  4
   48: 10   9 | 20  1 | 30  1 | 44  2 |  2b   6 |  4  3  3
   49: 10   9 | 20  1 | 30  1 | 46  2 |  0    4 |  3  3  4
   50: 10   9 | 20  1 | 30  1 | 44  2 |  0    6 |  3  3  4
   51: 10   9 | 20  1 | 30  1 | 44  2 |  2r   2 |  4  3  3
   52: 10   9 | 20  1 | 30  1 | 48  2 |  0    6 |  4  3  3
   53: 10   9 | 20  1 | 30  1 | 44  2 |  0    5 |  4  3  3
   54: 10   9 | 20  1 | 30  1 | 44  2 |  2b   4 |  4  3  3
   55: 10   9 | 20  1 | 30  1 | 47  2 |  0    5 |  4  3  3
   56: 10   9 | 20  1 | 30  1 | 47  2 |  0    6 |  4  3  3
   57: 10  10 | 20  1 | 30  1 | 46  2 |  0    2 |  3  4  3
   58: 10  10 | 20  1 | 30  1 | 46  2 |  0    5 |  3  4  3
   59: 10   9 | 20  1 | 30  1 | 44  2 |  0    5 |  3  4  3
   60: 10   9 | 20  1 | 30  1 | 48  2 |  0    4 |  3  4  3
   61: 10   9 | 20  1 | 30  1 | 49  2 |  0    2 |  4  3  3
   62: 10   9 | 20  1 | 30  1 | 45  2 |  0    4 |  4  3  3
   63: 10  11 | 20  1 | 30  1 | 47  2 |  0    7 |  4  3  3
   64: 10  10 | 20  1 | 30  1 | 44  2 |  0    7 |  3  4  3
   65: 10   9 | 20  1 | 30  1 | 49  2 |  2r   3 |  3  3  4
   66: 10   9 | 20  1 | 30  1 | 49  2 |  2b   5 |  3  3  4
   67: 10   9 | 20  1 | 30  1 | 47  2 |  2b   6 |  3  3  4
   68: 10  10 | 20  1 | 30  1 | 47  2 |  2r   6 |  3  4  3
   69: 10  10 | 20  1 | 30  1 | 44  2 |  2b   4 |  3  4  3
   70: 10  10 | 20  1 | 30  1 | 46  2 |  2r   6 |  3  4  3
   71: 10   9 | 20  1 | 30  1 | 48  2 |  0    3 |  3  3  4
   72: 10  10 | 20  1 | 30  1 | 47  2 |  0    6 |  3  3  4
   73: 10  10 | 20  1 | 30  1 | 47  2 |  0    5 |  3  3  4
   74: 10   9 | 20  1 | 30  1 | 47  2 |  0    3 |  3  4  3
   75: 10  10 | 20  1 | 30  1 | 49  2 |  2b   4 |  3  3  4
   76: 10   9 | 20  1 | 30  1 | 46  2 |  2r   3 |  4  3  3
   77: 10   9 | 20  1 | 30  1 | 46  2 |  2b   3 |  4  3  3
   78: 10  10 | 20  1 | 30  1 | 45  2 |  2r   8 |  3  4  3
------------------------------------------------------------
 best: 10  12 | 20  1 | 30  1 | 49  2 |  0    2 |  4  4  4
worst: 10   9 | 20  1 | 29  2 | 41  3 |  2    8 |  3  3  3
------------------------------------------------------------
station appearance count histogram:
0: 0
1: 0
2: 0
3: 156
4: 78
5: 0
6: 0
7: 0
8: 0
9: 0
10: 0
------------------------------------------------------------
alliance swap count histogram:
8: 1
7: 9
6: 17
5: 21
4: 15
3: 10
2: 5
1: 0
0: 0

elapsed time: 1 minute 56.7642 seconds

