Create schedule for 94 teams playing 12 rounds in 141 matches
with a minimum match separation of 7 running 5000000 iterations.

   0:00    0.06% complete (217 updates), about 7 minutes remaining  
   0:00    0.13% complete (276 updates), about 7 minutes remaining  
   0:00    0.20% complete (306 updates), about 6 minutes remaining  
   0:01    0.27% complete (333 updates), about 6 minutes remaining  
   0:10    2.74% complete (521 updates), about 6 minutes remaining  
   0:10    2.81% complete (521 updates), about 6 minutes remaining  
   0:10    2.88% complete (524 updates), about 6 minutes remaining  
   0:10    2.95% complete (525 updates), about 6 minutes remaining  
   0:11    3.02% complete (526 updates), about 6 minutes remaining  
   0:11    3.09% complete (529 updates), about 6 minutes remaining  
   0:11    3.15% complete (530 updates), about 6 minutes remaining  
   0:11    3.22% complete (531 updates), about 6 minutes remaining  
   0:12    3.29% complete (533 updates), about 6 minutes remaining  
   0:12    3.36% complete (533 updates), about 6 minutes remaining  
   0:12    3.43% complete (533 updates), about 6 minutes remaining  
   0:12    3.49% complete (533 updates), about 6 minutes remaining  
   0:13    3.56% complete (533 updates), about 6 minutes remaining  
   0:13    3.63% complete (533 updates), about 6 minutes remaining  
   0:13    3.70% complete (533 updates), about 6 minutes remaining  
   0:13    3.77% complete (533 updates), about 6 minutes remaining  
   0:14    3.84% complete (533 updates), about 6 minutes remaining  
   0:14    3.91% complete (533 updates), about 6 minutes remaining  
   0:14    3.98% complete (533 updates), about 6 minutes remaining  
   0:14    4.04% complete (533 updates), about 6 minutes remaining  
   0:15    4.11% complete (534 updates), about 6 minutes remaining  
   0:15    4.18% complete (536 updates), about 6 minutes remaining  
   0:15    4.25% complete (536 updates), about 6 minutes remaining  
   0:15    4.32% complete (536 updates), about 6 minutes remaining  
   0:16    4.39% complete (538 updates), about 6 minutes remaining  
   0:16    4.46% complete (542 updates), about 6 minutes remaining  
   0:16    4.53% complete (542 updates), about 6 minutes remaining  
   0:16    4.59% complete (543 updates), about 6 minutes remaining  
   0:17    4.66% complete (543 updates), about 6 minutes remaining  
   0:17    4.72% complete (545 updates), about 6 minutes remaining  
   0:17    4.78% complete (545 updates), about 6 minutes remaining  
   0:17    4.85% complete (545 updates), about 6 minutes remaining  
   0:18    4.92% complete (545 updates), about 6 minutes remaining  
   0:18    4.99% complete (546 updates), about 6 minutes remaining  
   0:18    5.05% complete (546 updates), about 6 minutes remaining  
   0:18    5.12% complete (546 updates), about 6 minutes remaining  
   0:19    5.19% complete (548 updates), about 6 minutes remaining  
   0:19    5.26% complete (549 updates), about 6 minutes remaining  
   0:19    5.33% complete (549 updates), about 6 minutes remaining  
   0:19    5.40% complete (550 updates), about 6 minutes remaining  
   0:20    5.46% complete (551 updates), about 6 minutes remaining  
   0:20    5.53% complete (551 updates), about 6 minutes remaining  
   0:20    5.59% complete (552 updates), about 6 minutes remaining  
   0:20    5.66% complete (552 updates), about 6 minutes remaining  
   0:21    5.73% complete (552 updates), about 6 minutes remaining  
   0:21    5.79% complete (554 updates), about 6 minutes remaining  
   0:21    5.86% complete (555 updates), about 6 minutes remaining  
   0:21    5.93% complete (556 updates), about 6 minutes remaining  
   0:22    5.99% complete (557 updates), about 6 minutes remaining  
   0:22    6.06% complete (557 updates), about 6 minutes remaining  
   0:22    6.13% complete (558 updates), about 6 minutes remaining  
   0:22    6.19% complete (561 updates), about 6 minutes remaining  
   0:23    6.26% complete (562 updates), about 6 minutes remaining  
   0:23    6.32% complete (562 updates), about 6 minutes remaining  
   0:23    6.39% complete (564 updates), about 6 minutes remaining  
   0:23    6.46% complete (564 updates), about 6 minutes remaining  
   0:24    6.53% complete (564 updates), about 6 minutes remaining  
   0:24    6.59% complete (564 updates), about 6 minutes remaining  
   0:24    6.66% complete (564 updates), about 6 minutes remaining  
   0:24    6.72% complete (564 updates), about 6 minutes remaining  
   0:25    6.79% complete (564 updates), about 6 minutes remaining  
   0:25    6.86% complete (564 updates), about 6 minutes remaining  
   0:25    6.93% complete (565 updates), about 6 minutes remaining  
   0:25    7.00% complete (567 updates), about 6 minutes remaining  
   0:26    7.07% complete (567 updates), about 6 minutes remaining  
   0:26    7.14% complete (567 updates), about 6 minutes remaining  
   0:26    7.21% complete (568 updates), about 6 minutes remaining  
   0:26    7.29% complete (568 updates), about 6 minutes remaining  
   0:27    7.35% complete (570 updates), about 6 minutes remaining  
   0:27    7.42% complete (572 updates), about 6 minutes remaining  
   0:27    7.49% complete (572 updates), about 6 minutes remaining  
   0:27    7.56% complete (573 updates), about 6 minutes remaining  
   0:28    7.63% complete (573 updates), about 6 minutes remaining  
   0:28    7.70% complete (573 updates), about 6 minutes remaining  
   0:28    7.77% complete (574 updates), about 6 minutes remaining  
   0:28    7.84% complete (574 updates), about 6 minutes remaining  
   0:29    7.91% complete (574 updates), about 6 minutes remaining  
   0:29    7.98% complete (576 updates), about 6 minutes remaining  
   0:29    8.05% complete (578 updates), about 6 minutes remaining  
   0:29    8.12% complete (578 updates), about 6 minutes remaining  
   0:30    8.19% complete (578 updates), about 6 minutes remaining  
   0:30    8.25% complete (578 updates), about 6 minutes remaining  
   0:30    8.32% complete (578 updates), about 6 minutes remaining  
   0:30    8.40% complete (578 updates), about 6 minutes remaining  
   0:31    8.47% complete (578 updates), about 6 minutes remaining  
   0:31    8.54% complete (578 updates), about 6 minutes remaining  
   0:31    8.60% complete (578 updates), about 6 minutes remaining  
   0:31    8.67% complete (578 updates), about 6 minutes remaining  
   0:32    8.74% complete (578 updates), about 6 minutes remaining  
   0:32    8.81% complete (578 updates), about 6 minutes remaining  
   0:32    8.88% complete (578 updates), about 6 minutes remaining  
   0:32    8.94% complete (580 updates), about 6 minutes remaining  
   0:33    9.01% complete (581 updates), about 6 minutes remaining  
   0:33    9.08% complete (582 updates), about 6 minutes remaining  
   0:33    9.15% complete (583 updates), about 6 minutes remaining  
   0:33    9.22% complete (584 updates), about 6 minutes remaining  
   0:34    9.29% complete (584 updates), about 6 minutes remaining  
   0:34    9.35% complete (584 updates), about 6 minutes remaining  
   0:34    9.41% complete (584 updates), about 6 minutes remaining  
   0:34    9.47% complete (584 updates), about 6 minutes remaining  
   0:35    9.55% complete (584 updates), about 6 minutes remaining  
   0:35    9.61% complete (584 updates), about 6 minutes remaining  
   0:35    9.68% complete (584 updates), about 6 minutes remaining  
   0:35    9.74% complete (584 updates), about 6 minutes remaining  
   0:36    9.81% complete (584 updates), about 6 minutes remaining  
   0:36    9.88% complete (584 updates), about 6 minutes remaining  
   0:36    9.95% complete (584 updates), about 6 minutes remaining  
   0:36   10.02% complete (584 updates), about 6 minutes remaining  
   0:37   10.08% complete (584 updates), about 5 minutes remaining  
   0:37   10.14% complete (584 updates), about 5 minutes remaining  
   0:37   10.21% complete (584 updates), about 5 minutes remaining  
   0:37   10.28% complete (584 updates), about 5 minutes remaining  
   0:38   10.34% complete (584 updates), about 5 minutes remaining  
   0:38   10.41% complete (584 updates), about 5 minutes remaining  
   0:38   10.48% complete (585 updates), about 5 minutes remaining  
   0:38   10.55% complete (585 updates), about 5 minutes remaining  
   0:39   10.62% complete (585 updates), about 5 minutes remaining  
   0:39   10.69% complete (585 updates), about 5 minutes remaining  
   0:39   10.76% complete (585 updates), about 5 minutes remaining  
   0:39   10.83% complete (585 updates), about 5 minutes remaining  
   0:40   10.90% complete (585 updates), about 5 minutes remaining  
   0:40   10.97% complete (585 updates), about 5 minutes remaining  
   0:40   11.04% complete (585 updates), about 5 minutes remaining  
   0:40   11.11% complete (585 updates), about 5 minutes remaining  
   0:41   11.18% complete (585 updates), about 5 minutes remaining  
   0:41   11.25% complete (585 updates), about 5 minutes remaining  
   0:41   11.32% complete (585 updates), about 5 minutes remaining  
   0:41   11.38% complete (585 updates), about 5 minutes remaining  
   0:42   11.46% complete (585 updates), about 5 minutes remaining  
   0:42   11.52% complete (585 updates), about 5 minutes remaining  
   0:42   11.59% complete (585 updates), about 5 minutes remaining  
   0:42   11.66% complete (585 updates), about 5 minutes remaining  
   0:43   11.73% complete (585 updates), about 5 minutes remaining  
   0:43   11.80% complete (585 updates), about 5 minutes remaining  
   0:43   11.87% complete (585 updates), about 5 minutes remaining  
   0:43   11.94% complete (585 updates), about 5 minutes remaining  
   0:44   12.01% complete (585 updates), about 5 minutes remaining  
   0:44   12.08% complete (585 updates), about 5 minutes remaining  
   0:44   12.14% complete (585 updates), about 5 minutes remaining  
   0:44   12.21% complete (585 updates), about 5 minutes remaining  
   0:45   12.28% complete (585 updates), about 5 minutes remaining  
   0:45   12.35% complete (585 updates), about 5 minutes remaining  
   0:45   12.42% complete (585 updates), about 5 minutes remaining  
   0:45   12.49% complete (585 updates), about 5 minutes remaining  
   0:46   12.56% complete (585 updates), about 5 minutes remaining  
   0:46   12.63% complete (585 updates), about 5 minutes remaining  
   0:46   12.70% complete (585 updates), about 5 minutes remaining  
   0:46   12.76% complete (585 updates), about 5 minutes remaining  
   0:47   12.83% complete (585 updates), about 5 minutes remaining  
   0:47   12.90% complete (585 updates), about 5 minutes remaining  
   0:47   12.97% complete (585 updates), about 5 minutes remaining  
   0:47   13.04% complete (585 updates), about 5 minutes remaining  
   0:48   13.11% complete (585 updates), about 5 minutes remaining  
   0:48   13.18% complete (585 updates), about 5 minutes remaining  
   0:48   13.25% complete (585 updates), about 5 minutes remaining  
   0:48   13.31% complete (585 updates), about 5 minutes remaining  
   0:49   13.38% complete (585 updates), about 5 minutes remaining  
   0:49   13.45% complete (585 updates), about 5 minutes remaining  
   0:49   13.52% complete (585 updates), about 5 minutes remaining  
   0:49   13.59% complete (585 updates), about 5 minutes remaining  
   0:50   13.66% complete (585 updates), about 5 minutes remaining  
   0:50   13.73% complete (585 updates), about 5 minutes remaining  
   0:50   13.80% complete (585 updates), about 5 minutes remaining  
   0:50   13.87% complete (585 updates), about 5 minutes remaining  
   0:51   13.94% complete (585 updates), about 5 minutes remaining  
   0:51   14.01% complete (585 updates), about 5 minutes remaining  
   0:51   14.08% complete (585 updates), about 5 minutes remaining  
   0:51   14.14% complete (585 updates), about 5 minutes remaining  
   0:52   14.21% complete (585 updates), about 5 minutes remaining  
   0:52   14.28% complete (585 updates), about 5 minutes remaining  
   0:52   14.36% complete (585 updates), about 5 minutes remaining  
   0:52   14.43% complete (585 updates), about 5 minutes remaining  
   0:53   14.50% complete (585 updates), about 5 minutes remaining  
   0:53   14.57% complete (585 updates), about 5 minutes remaining  
   0:53   14.63% complete (585 updates), about 5 minutes remaining  
   0:53   14.70% complete (585 updates), about 5 minutes remaining  
   0:54   14.76% complete (585 updates), about 5 minutes remaining  
   0:54   14.83% complete (585 updates), about 5 minutes remaining  
   0:54   14.90% complete (585 updates), about 5 minutes remaining  
   0:54   14.97% complete (585 updates), about 5 minutes remaining  
   0:55   15.04% complete (585 updates), about 5 minutes remaining  
   0:55   15.11% complete (585 updates), about 5 minutes remaining  
   0:55   15.17% complete (585 updates), about 5 minutes remaining  
   0:55   15.24% complete (585 updates), about 5 minutes remaining  
   0:56   15.31% complete (585 updates), about 5 minutes remaining  
   0:56   15.37% complete (585 updates), about 5 minutes remaining  
   0:56   15.43% complete (585 updates), about 5 minutes remaining  
   0:56   15.49% complete (585 updates), about 5 minutes remaining  
   0:57   15.56% complete (585 updates), about 5 minutes remaining  
   0:57   15.62% complete (585 updates), about 5 minutes remaining  
   0:57   15.69% complete (585 updates), about 5 minutes remaining  
   0:57   15.76% complete (585 updates), about 5 minutes remaining  
   0:58   15.83% complete (585 updates), about 5 minutes remaining  
   0:58   15.90% complete (585 updates), about 5 minutes remaining  
   0:58   15.97% complete (585 updates), about 5 minutes remaining  
   0:58   16.04% complete (585 updates), about 5 minutes remaining  
   0:59   16.11% complete (585 updates), about 5 minutes remaining  
   0:59   16.18% complete (585 updates), about 5 minutes remaining  
   0:59   16.25% complete (585 updates), about 5 minutes remaining  
   0:59   16.32% complete (585 updates), about 5 minutes remaining  
   1:00   16.38% complete (585 updates), about 5 minutes remaining  
   1:00   16.45% complete (585 updates), about 5 minutes remaining  
   1:00   16.52% complete (585 updates), about 5 minutes remaining  
   1:00   16.59% complete (585 updates), about 5 minutes remaining  
   1:01   16.65% complete (585 updates), about 5 minutes remaining  
   1:01   16.72% complete (585 updates), about 5 minutes remaining  
   1:01   16.79% complete (585 updates), about 5 minutes remaining  
   1:01   16.86% complete (585 updates), about 5 minutes remaining  
   1:02   16.93% complete (585 updates), about 5 minutes remaining  
   1:02   17.00% complete (585 updates), about 5 minutes remaining  
   1:02   17.07% complete (585 updates), about 5 minutes remaining  
   1:02   17.14% complete (585 updates), about 5 minutes remaining  
   1:03   17.21% complete (585 updates), about 5 minutes remaining  
   1:03   17.28% complete (585 updates), about 5 minutes remaining  
   1:03   17.35% complete (585 updates), about 5 minutes remaining  
   1:03   17.42% complete (585 updates), about 5 minutes remaining  
   1:04   17.50% complete (585 updates), about 5 minutes remaining  
   1:04   17.56% complete (585 updates), about 5 minutes remaining  
   1:04   17.63% complete (585 updates), about 5 minutes remaining  
   1:04   17.70% complete (585 updates), about 5 minutes remaining  
   1:05   17.78% complete (586 updates), about 5 minutes remaining  
   1:05   17.85% complete (586 updates), about 5 minutes remaining  
   1:05   17.92% complete (586 updates), about 5 minutes remaining  
   1:05   17.99% complete (586 updates), about 5 minutes remaining  
   1:06   18.06% complete (586 updates), about 5 minutes remaining  
   1:06   18.13% complete (586 updates), about 5 minutes remaining  
   1:06   18.19% complete (586 updates), about 5 minutes remaining  
   1:06   18.26% complete (586 updates), about 5 minutes remaining  
   1:07   18.33% complete (586 updates), about 5 minutes remaining  
   1:07   18.40% complete (586 updates), about 5 minutes remaining  
   1:07   18.48% complete (586 updates), about 5 minutes remaining  
   1:07   18.55% complete (586 updates), about 5 minutes remaining  
   1:08   18.62% complete (586 updates), about 5 minutes remaining  
   1:08   18.69% complete (586 updates), about 5 minutes remaining  
   1:08   18.76% complete (586 updates), about 5 minutes remaining  
   1:08   18.83% complete (586 updates), about 5 minutes remaining  
   1:09   18.90% complete (586 updates), about 5 minutes remaining  
   1:09   18.97% complete (586 updates), about 5 minutes remaining  
   1:09   19.04% complete (586 updates), about 5 minutes remaining  
   1:09   19.11% complete (586 updates), about 5 minutes remaining  
   1:10   19.18% complete (586 updates), about 5 minutes remaining  
   1:10   19.25% complete (586 updates), about 5 minutes remaining  
   1:10   19.32% complete (586 updates), about 5 minutes remaining  
   1:10   19.39% complete (586 updates), about 5 minutes remaining  
   1:11   19.46% complete (586 updates), about 5 minutes remaining  
   1:11   19.53% complete (586 updates), about 5 minutes remaining  
   1:11   19.60% complete (586 updates), about 5 minutes remaining  
   1:11   19.67% complete (586 updates), about 5 minutes remaining  
   1:12   19.74% complete (586 updates), about 5 minutes remaining  
   1:12   19.81% complete (586 updates), about 5 minutes remaining  
   1:12   19.88% complete (586 updates), about 5 minutes remaining  
   1:12   19.95% complete (586 updates), about 5 minutes remaining  
   1:13   20.02% complete (586 updates), about 5 minutes remaining  
   1:13   20.09% complete (586 updates), about 5 minutes remaining  
   1:13   20.17% complete (586 updates), about 5 minutes remaining  
   1:13   20.24% complete (586 updates), about 5 minutes remaining  
   1:14   20.31% complete (586 updates), about 5 minutes remaining  
   1:14   20.38% complete (586 updates), about 5 minutes remaining  
   1:14   20.44% complete (586 updates), about 5 minutes remaining  
   1:14   20.51% complete (586 updates), about 5 minutes remaining  
   1:15   20.58% complete (586 updates), about 5 minutes remaining  
   1:15   20.65% complete (586 updates), about 5 minutes remaining  
   1:15   20.72% complete (586 updates), about 5 minutes remaining  
   1:15   20.79% complete (586 updates), about 5 minutes remaining  
   1:16   20.86% complete (586 updates), about 5 minutes remaining  
   1:16   20.93% complete (586 updates), about 5 minutes remaining  
   1:16   21.00% complete (586 updates), about 5 minutes remaining  
   1:16   21.07% complete (586 updates), about 5 minutes remaining  
   1:17   21.14% complete (586 updates), about 5 minutes remaining  
   1:17   21.21% complete (588 updates), about 5 minutes remaining  
   1:17   21.28% complete (588 updates), about 5 minutes remaining  
   1:17   21.35% complete (589 updates), about 5 minutes remaining  
   1:18   21.42% complete (589 updates), about 5 minutes remaining  
   1:18   21.49% complete (589 updates), about 5 minutes remaining  
   1:18   21.55% complete (589 updates), about 5 minutes remaining  
   1:18   21.62% complete (589 updates), about 5 minutes remaining  
   1:19   21.69% complete (589 updates), about 5 minutes remaining  
   1:19   21.76% complete (589 updates), about 5 minutes remaining  
   1:19   21.83% complete (589 updates), about 5 minutes remaining  
   1:19   21.90% complete (589 updates), about 5 minutes remaining  
   1:20   21.97% complete (589 updates), about 5 minutes remaining  
   1:20   22.04% complete (589 updates), about 5 minutes remaining  
   1:20   22.10% complete (589 updates), about 5 minutes remaining  
   1:20   22.17% complete (589 updates), about 5 minutes remaining  
   1:21   22.24% complete (589 updates), about 5 minutes remaining  
   1:21   22.31% complete (589 updates), about 5 minutes remaining  
   1:21   22.39% complete (589 updates), about 5 minutes remaining  
   1:21   22.46% complete (589 updates), about 5 minutes remaining  
   1:22   22.53% complete (589 updates), about 5 minutes remaining  
   1:22   22.60% complete (589 updates), about 5 minutes remaining  
   1:22   22.66% complete (589 updates), about 5 minutes remaining  
   1:22   22.73% complete (589 updates), about 5 minutes remaining  
   1:23   22.81% complete (589 updates), about 5 minutes remaining  
   1:23   22.88% complete (589 updates), about 5 minutes remaining  
   1:23   22.95% complete (589 updates), about 5 minutes remaining  
   1:23   23.02% complete (589 updates), about 5 minutes remaining  
   1:24   23.09% complete (589 updates), about 5 minutes remaining  
   1:24   23.16% complete (589 updates), about 5 minutes remaining  
   1:24   23.22% complete (589 updates), about 5 minutes remaining  
   1:24   23.29% complete (589 updates), about 5 minutes remaining  
   1:25   23.36% complete (589 updates), about 5 minutes remaining  
   1:25   23.43% complete (589 updates), about 5 minutes remaining  
   1:25   23.50% complete (589 updates), about 5 minutes remaining  
   1:25   23.57% complete (589 updates), about 5 minutes remaining  
   1:26   23.64% complete (589 updates), about 5 minutes remaining  
   1:26   23.71% complete (589 updates), about 5 minutes remaining  
   1:26   23.78% complete (589 updates), about 5 minutes remaining  
   1:26   23.85% complete (589 updates), about 5 minutes remaining  
   1:27   23.92% complete (589 updates), about 5 minutes remaining  
   1:27   23.99% complete (589 updates), about 5 minutes remaining  
   1:27   24.06% complete (589 updates), about 5 minutes remaining  
   1:27   24.13% complete (589 updates), about 5 minutes remaining  
   1:28   24.20% complete (589 updates), about 5 minutes remaining  
   1:28   24.27% complete (589 updates), about 5 minutes remaining  
   1:28   24.34% complete (589 updates), about 5 minutes remaining  
   1:28   24.42% complete (589 updates), about 5 minutes remaining  
   1:29   24.49% complete (589 updates), about 5 minutes remaining  
   1:29   24.56% complete (589 updates), about 5 minutes remaining  
   1:29   24.62% complete (589 updates), about 5 minutes remaining  
   1:29   24.69% complete (589 updates), about 5 minutes remaining  
   1:30   24.76% complete (589 updates), about 5 minutes remaining  
   1:30   24.83% complete (589 updates), about 5 minutes remaining  
   1:30   24.91% complete (589 updates), about 5 minutes remaining  
   1:30   24.98% complete (589 updates), about 5 minutes remaining  
   1:31   25.05% complete (589 updates), about 5 minutes remaining  
   1:31   25.12% complete (589 updates), about 5 minutes remaining  
   1:31   25.19% complete (589 updates), about 5 minutes remaining  
   1:31   25.26% complete (589 updates), about 5 minutes remaining  
   1:32   25.33% complete (589 updates), about 5 minutes remaining  
   1:32   25.40% complete (589 updates), about 5 minutes remaining  
   1:32   25.47% complete (589 updates), about 5 minutes remaining  
   1:32   25.54% complete (589 updates), about 5 minutes remaining  
   1:33   25.61% complete (589 updates), about 5 minutes remaining  
   1:33   25.68% complete (589 updates), about 4 minutes remaining  
   1:33   25.75% complete (589 updates), about 4 minutes remaining  
   1:33   25.82% complete (589 updates), about 4 minutes remaining  
   1:34   25.89% complete (589 updates), about 4 minutes remaining  
   1:34   25.96% complete (589 updates), about 4 minutes remaining  
   1:34   26.03% complete (590 updates), about 4 minutes remaining  
   1:34   26.10% complete (591 updates), about 4 minutes remaining  
   1:35   26.17% complete (591 updates), about 4 minutes remaining  
   1:35   26.24% complete (591 updates), about 4 minutes remaining  
   1:35   26.31% complete (592 updates), about 4 minutes remaining  
   1:35   26.38% complete (592 updates), about 4 minutes remaining  
   1:36   26.46% complete (593 updates), about 4 minutes remaining  
   1:36   26.53% complete (593 updates), about 4 minutes remaining  
   1:36   26.60% complete (594 updates), about 4 minutes remaining  
   1:36   26.67% complete (594 updates), about 4 minutes remaining  
   1:37   26.74% complete (594 updates), about 4 minutes remaining  
   1:37   26.81% complete (594 updates), about 4 minutes remaining  
   1:37   26.88% complete (595 updates), about 4 minutes remaining  
   1:37   26.95% complete (596 updates), about 4 minutes remaining  
   1:38   27.02% complete (596 updates), about 4 minutes remaining  
   1:38   27.10% complete (596 updates), about 4 minutes remaining  
   1:38   27.16% complete (596 updates), about 4 minutes remaining  
   1:38   27.23% complete (596 updates), about 4 minutes remaining  
   1:39   27.30% complete (596 updates), about 4 minutes remaining  
   1:39   27.37% complete (596 updates), about 4 minutes remaining  
   1:39   27.44% complete (597 updates), about 4 minutes remaining  
   1:39   27.51% complete (597 updates), about 4 minutes remaining  
   1:40   27.59% complete (598 updates), about 4 minutes remaining  
   1:40   27.66% complete (598 updates), about 4 minutes remaining  
   1:40   27.72% complete (600 updates), about 4 minutes remaining  
   1:40   27.80% complete (600 updates), about 4 minutes remaining  
   1:41   27.87% complete (600 updates), about 4 minutes remaining  
   1:41   27.94% complete (600 updates), about 4 minutes remaining  
   1:41   28.01% complete (600 updates), about 4 minutes remaining  
   1:41   28.08% complete (601 updates), about 4 minutes remaining  
   1:42   28.15% complete (602 updates), about 4 minutes remaining  
   1:42   28.22% complete (602 updates), about 4 minutes remaining  
   1:42   28.29% complete (602 updates), about 4 minutes remaining  
   1:42   28.36% complete (602 updates), about 4 minutes remaining  
   1:43   28.43% complete (603 updates), about 4 minutes remaining  
   1:43   28.50% complete (605 updates), about 4 minutes remaining  
   1:43   28.57% complete (605 updates), about 4 minutes remaining  
   1:43   28.64% complete (606 updates), about 4 minutes remaining  
   1:44   28.71% complete (606 updates), about 4 minutes remaining  
   1:44   28.78% complete (606 updates), about 4 minutes remaining  
   1:44   28.85% complete (607 updates), about 4 minutes remaining  
   1:44   28.93% complete (607 updates), about 4 minutes remaining  
   1:45   29.00% complete (607 updates), about 4 minutes remaining  
   1:45   29.07% complete (607 updates), about 4 minutes remaining  
   1:45   29.14% complete (607 updates), about 4 minutes remaining  
   1:45   29.21% complete (608 updates), about 4 minutes remaining  
   1:46   29.28% complete (608 updates), about 4 minutes remaining  
   1:46   29.35% complete (609 updates), about 4 minutes remaining  
   1:46   29.42% complete (609 updates), about 4 minutes remaining  
   1:46   29.49% complete (609 updates), about 4 minutes remaining  
   1:47   29.56% complete (609 updates), about 4 minutes remaining  
   1:47   29.63% complete (609 updates), about 4 minutes remaining  
   1:47   29.70% complete (609 updates), about 4 minutes remaining  
   1:47   29.78% complete (609 updates), about 4 minutes remaining  
   1:48   29.84% complete (609 updates), about 4 minutes remaining  
   1:48   29.91% complete (609 updates), about 4 minutes remaining  
   1:48   29.99% complete (610 updates), about 4 minutes remaining  
   1:48   30.06% complete (610 updates), about 4 minutes remaining  
   1:49   30.13% complete (610 updates), about 4 minutes remaining  
   1:49   30.20% complete (610 updates), about 4 minutes remaining  
   1:49   30.27% complete (610 updates), about 4 minutes remaining  
   1:49   30.34% complete (610 updates), about 4 minutes remaining  
   1:50   30.41% complete (610 updates), about 4 minutes remaining  
   1:50   30.48% complete (610 updates), about 4 minutes remaining  
   1:50   30.55% complete (610 updates), about 4 minutes remaining  
   1:50   30.62% complete (610 updates), about 4 minutes remaining  
   1:51   30.69% complete (611 updates), about 4 minutes remaining  
   1:51   30.75% complete (611 updates), about 4 minutes remaining  
   1:51   30.82% complete (611 updates), about 4 minutes remaining  
   1:51   30.89% complete (611 updates), about 4 minutes remaining  
   1:52   30.97% complete (611 updates), about 4 minutes remaining  
   1:52   31.03% complete (611 updates), about 4 minutes remaining  
   1:52   31.10% complete (611 updates), about 4 minutes remaining  
   1:52   31.18% complete (611 updates), about 4 minutes remaining  
   1:53   31.25% complete (612 updates), about 4 minutes remaining  
   1:53   31.32% complete (612 updates), about 4 minutes remaining  
   1:53   31.38% complete (612 updates), about 4 minutes remaining  
   1:53   31.45% complete (612 updates), about 4 minutes remaining  
   1:54   31.52% complete (612 updates), about 4 minutes remaining  
   1:54   31.58% complete (612 updates), about 4 minutes remaining  
   1:54   31.65% complete (613 updates), about 4 minutes remaining  
   1:54   31.72% complete (613 updates), about 4 minutes remaining  
   1:55   31.79% complete (613 updates), about 4 minutes remaining  
   1:55   31.86% complete (614 updates), about 4 minutes remaining  
   1:55   31.94% complete (614 updates), about 4 minutes remaining  
   1:55   32.00% complete (614 updates), about 4 minutes remaining  
   1:56   32.07% complete (615 updates), about 4 minutes remaining  
   1:56   32.14% complete (615 updates), about 4 minutes remaining  
   1:56   32.21% complete (616 updates), about 4 minutes remaining  
   1:56   32.28% complete (616 updates), about 4 minutes remaining  
   1:57   32.35% complete (616 updates), about 4 minutes remaining  
   1:57   32.42% complete (616 updates), about 4 minutes remaining  
   1:57   32.49% complete (616 updates), about 4 minutes remaining  
   1:57   32.56% complete (616 updates), about 4 minutes remaining  
   1:58   32.63% complete (616 updates), about 4 minutes remaining  
   1:58   32.70% complete (617 updates), about 4 minutes remaining  
   1:58   32.77% complete (617 updates), about 4 minutes remaining  
   1:58   32.85% complete (619 updates), about 4 minutes remaining  
   1:59   32.92% complete (619 updates), about 4 minutes remaining  
