Create schedule for 77 teams playing 16 rounds in 154 matches
with a minimum match separation of 6 running 5000000 iterations.

   0:00    0.04% complete (132 updates), about 10 minutes remaining  
   0:00    0.09% complete (150 updates), about 9 minutes remaining  
   0:00    0.14% complete (163 updates), about 9 minutes remaining  
   0:01    0.18% complete (168 updates), about 9 minutes remaining  
   0:09    1.67% complete (225 updates), about 9 minutes remaining  
   0:09    1.72% complete (225 updates), about 9 minutes remaining  
   0:09    1.76% complete (226 updates), about 9 minutes remaining  
   0:09    1.81% complete (227 updates), about 9 minutes remaining  
   0:10    1.86% complete (227 updates), about 9 minutes remaining  
   0:10    1.90% complete (228 updates), about 9 minutes remaining  
   0:10    1.95% complete (228 updates), about 9 minutes remaining  
   0:10    2.00% complete (229 updates), about 9 minutes remaining  
   0:11    2.04% complete (229 updates), about 9 minutes remaining  
   0:11    2.08% complete (229 updates), about 9 minutes remaining  
   0:11    2.13% complete (229 updates), about 9 minutes remaining  
   0:11    2.18% complete (229 updates), about 9 minutes remaining  
   0:12    2.22% complete (229 updates), about 9 minutes remaining  
   0:12    2.27% complete (229 updates), about 9 minutes remaining  
   0:12    2.31% complete (229 updates), about 9 minutes remaining  
   0:12    2.36% complete (230 updates), about 9 minutes remaining  
   0:13    2.41% complete (231 updates), about 9 minutes remaining  
   0:13    2.45% complete (232 updates), about 9 minutes remaining  
   0:13    2.50% complete (232 updates), about 9 minutes remaining  
   0:13    2.55% complete (232 updates), about 9 minutes remaining  
   0:14    2.59% complete (232 updates), about 9 minutes remaining  
   0:14    2.64% complete (233 updates), about 9 minutes remaining  
   0:14    2.69% complete (233 updates), about 9 minutes remaining  
   0:14    2.73% complete (233 updates), about 9 minutes remaining  
   0:15    2.78% complete (234 updates), about 9 minutes remaining  
   0:15    2.83% complete (235 updates), about 9 minutes remaining  
   0:15    2.87% complete (235 updates), about 9 minutes remaining  
   0:15    2.92% complete (235 updates), about 9 minutes remaining  
   0:16    2.97% complete (236 updates), about 9 minutes remaining  
   0:16    3.01% complete (236 updates), about 9 minutes remaining  
   0:16    3.06% complete (236 updates), about 9 minutes remaining  
   0:16    3.11% complete (237 updates), about 9 minutes remaining  
   0:17    3.15% complete (238 updates), about 9 minutes remaining  
   0:17    3.20% complete (238 updates), about 9 minutes remaining  
   0:17    3.25% complete (239 updates), about 9 minutes remaining  
   0:17    3.29% complete (240 updates), about 9 minutes remaining  
   0:18    3.34% complete (240 updates), about 9 minutes remaining  
   0:18    3.38% complete (241 updates), about 9 minutes remaining  
   0:18    3.43% complete (242 updates), about 9 minutes remaining  
   0:18    3.48% complete (242 updates), about 9 minutes remaining  
   0:19    3.53% complete (243 updates), about 9 minutes remaining  
   0:19    3.57% complete (244 updates), about 9 minutes remaining  
   0:19    3.62% complete (244 updates), about 9 minutes remaining  
   0:19    3.67% complete (244 updates), about 9 minutes remaining  
   0:20    3.71% complete (244 updates), about 9 minutes remaining  
   0:20    3.76% complete (244 updates), about 9 minutes remaining  
   0:20    3.81% complete (244 updates), about 9 minutes remaining  
   0:20    3.86% complete (244 updates), about 9 minutes remaining  
   0:21    3.90% complete (244 updates), about 9 minutes remaining  
   0:21    3.95% complete (245 updates), about 9 minutes remaining  
   0:21    3.99% complete (245 updates), about 9 minutes remaining  
   0:21    4.04% complete (245 updates), about 9 minutes remaining  
   0:22    4.09% complete (245 updates), about 9 minutes remaining  
   0:22    4.14% complete (245 updates), about 9 minutes remaining  
   0:22    4.18% complete (245 updates), about 9 minutes remaining  
   0:22    4.23% complete (245 updates), about 9 minutes remaining  
   0:23    4.28% complete (245 updates), about 9 minutes remaining  
   0:23    4.32% complete (246 updates), about 9 minutes remaining  
   0:23    4.37% complete (246 updates), about 9 minutes remaining  
   0:23    4.42% complete (247 updates), about 9 minutes remaining  
   0:24    4.46% complete (247 updates), about 9 minutes remaining  
   0:24    4.51% complete (247 updates), about 9 minutes remaining  
   0:24    4.56% complete (247 updates), about 9 minutes remaining  
   0:24    4.60% complete (247 updates), about 9 minutes remaining  
   0:25    4.65% complete (247 updates), about 9 minutes remaining  
   0:25    4.70% complete (247 updates), about 9 minutes remaining  
   0:25    4.75% complete (247 updates), about 9 minutes remaining  
   0:25    4.79% complete (247 updates), about 9 minutes remaining  
   0:26    4.84% complete (247 updates), about 9 minutes remaining  
   0:26    4.89% complete (247 updates), about 9 minutes remaining  
   0:26    4.93% complete (247 updates), about 9 minutes remaining  
   0:26    4.98% complete (248 updates), about 9 minutes remaining  
   0:27    5.02% complete (248 updates), about 9 minutes remaining  
   0:27    5.07% complete (250 updates), about 9 minutes remaining  
   0:27    5.12% complete (251 updates), about 8 minutes remaining  
   0:27    5.17% complete (251 updates), about 8 minutes remaining  
   0:28    5.21% complete (251 updates), about 8 minutes remaining  
   0:28    5.26% complete (251 updates), about 8 minutes remaining  
   0:28    5.31% complete (251 updates), about 8 minutes remaining  
   0:28    5.35% complete (251 updates), about 8 minutes remaining  
   0:29    5.40% complete (251 updates), about 8 minutes remaining  
   0:29    5.45% complete (251 updates), about 8 minutes remaining  
   0:29    5.49% complete (251 updates), about 8 minutes remaining  
   0:29    5.54% complete (251 updates), about 8 minutes remaining  
   0:30    5.59% complete (251 updates), about 8 minutes remaining  
   0:30    5.63% complete (251 updates), about 8 minutes remaining  
   0:30    5.68% complete (251 updates), about 8 minutes remaining  
   0:30    5.73% complete (251 updates), about 8 minutes remaining  
   0:31    5.77% complete (251 updates), about 8 minutes remaining  
   0:31    5.82% complete (251 updates), about 8 minutes remaining  
   0:31    5.87% complete (251 updates), about 8 minutes remaining  
   0:31    5.92% complete (251 updates), about 8 minutes remaining  
   0:32    5.96% complete (251 updates), about 8 minutes remaining  
   0:32    6.01% complete (251 updates), about 8 minutes remaining  
   0:32    6.06% complete (251 updates), about 8 minutes remaining  
   0:32    6.10% complete (251 updates), about 8 minutes remaining  
   0:33    6.15% complete (251 updates), about 8 minutes remaining  
   0:33    6.20% complete (251 updates), about 8 minutes remaining  
   0:33    6.24% complete (251 updates), about 8 minutes remaining  
   0:33    6.29% complete (251 updates), about 8 minutes remaining  
   0:34    6.34% complete (251 updates), about 8 minutes remaining  
   0:34    6.38% complete (251 updates), about 8 minutes remaining  
   0:34    6.43% complete (251 updates), about 8 minutes remaining  
   0:34    6.48% complete (251 updates), about 8 minutes remaining  
   0:35    6.52% complete (251 updates), about 8 minutes remaining  
   0:35    6.57% complete (252 updates), about 8 minutes remaining  
   0:35    6.62% complete (252 updates), about 8 minutes remaining  
   0:35    6.66% complete (252 updates), about 8 minutes remaining  
   0:36    6.71% complete (252 updates), about 8 minutes remaining  
   0:36    6.76% complete (253 updates), about 8 minutes remaining  
   0:36    6.80% complete (254 updates), about 8 minutes remaining  
   0:36    6.85% complete (254 updates), about 8 minutes remaining  
   0:37    6.90% complete (254 updates), about 8 minutes remaining  
   0:37    6.94% complete (254 updates), about 8 minutes remaining  
   0:37    6.99% complete (254 updates), about 8 minutes remaining  
   0:37    7.04% complete (254 updates), about 8 minutes remaining  
   0:38    7.08% complete (254 updates), about 8 minutes remaining  
   0:38    7.13% complete (254 updates), about 8 minutes remaining  
   0:38    7.18% complete (254 updates), about 8 minutes remaining  
   0:38    7.22% complete (254 updates), about 8 minutes remaining  
   0:39    7.27% complete (254 updates), about 8 minutes remaining  
   0:39    7.32% complete (254 updates), about 8 minutes remaining  
   0:39    7.37% complete (254 updates), about 8 minutes remaining  
   0:39    7.41% complete (254 updates), about 8 minutes remaining  
   0:40    7.46% complete (254 updates), about 8 minutes remaining  
   0:40    7.50% complete (254 updates), about 8 minutes remaining  
   0:40    7.55% complete (254 updates), about 8 minutes remaining  
   0:40    7.60% complete (254 updates), about 8 minutes remaining  
   0:41    7.64% complete (254 updates), about 8 minutes remaining  
   0:41    7.69% complete (254 updates), about 8 minutes remaining  
   0:41    7.74% complete (254 updates), about 8 minutes remaining  
   0:41    7.78% complete (254 updates), about 8 minutes remaining  
   0:42    7.83% complete (254 updates), about 8 minutes remaining  
   0:42    7.88% complete (254 updates), about 8 minutes remaining  
   0:42    7.92% complete (254 updates), about 8 minutes remaining  
   0:42    7.97% complete (254 updates), about 8 minutes remaining  
   0:43    8.01% complete (254 updates), about 8 minutes remaining  
   0:43    8.06% complete (254 updates), about 8 minutes remaining  
   0:43    8.11% complete (254 updates), about 8 minutes remaining  
   0:43    8.15% complete (254 updates), about 8 minutes remaining  
   0:44    8.20% complete (254 updates), about 8 minutes remaining  
   0:44    8.25% complete (254 updates), about 8 minutes remaining  
   0:44    8.29% complete (254 updates), about 8 minutes remaining  
   0:44    8.34% complete (254 updates), about 8 minutes remaining  
   0:45    8.39% complete (254 updates), about 8 minutes remaining  
   0:45    8.43% complete (254 updates), about 8 minutes remaining  
   0:45    8.48% complete (254 updates), about 8 minutes remaining  
   0:45    8.53% complete (254 updates), about 8 minutes remaining  
   0:46    8.57% complete (254 updates), about 8 minutes remaining  
   0:46    8.62% complete (254 updates), about 8 minutes remaining  
   0:46    8.67% complete (254 updates), about 8 minutes remaining  
   0:46    8.71% complete (254 updates), about 8 minutes remaining  
   0:47    8.76% complete (254 updates), about 8 minutes remaining  
   0:47    8.80% complete (254 updates), about 8 minutes remaining  
   0:47    8.85% complete (254 updates), about 8 minutes remaining  
   0:47    8.90% complete (254 updates), about 8 minutes remaining  
   0:48    8.95% complete (254 updates), about 8 minutes remaining  
   0:48    8.99% complete (254 updates), about 8 minutes remaining  
   0:48    9.04% complete (254 updates), about 8 minutes remaining  
   0:48    9.09% complete (254 updates), about 8 minutes remaining  
   0:49    9.13% complete (254 updates), about 8 minutes remaining  
   0:49    9.18% complete (254 updates), about 8 minutes remaining  
   0:49    9.23% complete (254 updates), about 8 minutes remaining  
   0:49    9.27% complete (254 updates), about 8 minutes remaining  
   0:50    9.32% complete (254 updates), about 8 minutes remaining  
   0:50    9.37% complete (254 updates), about 8 minutes remaining  
   0:50    9.42% complete (254 updates), about 8 minutes remaining  
   0:50    9.46% complete (254 updates), about 8 minutes remaining  
   0:51    9.51% complete (254 updates), about 8 minutes remaining  
   0:51    9.55% complete (254 updates), about 8 minutes remaining  
   0:51    9.60% complete (254 updates), about 8 minutes remaining  
   0:51    9.65% complete (254 updates), about 8 minutes remaining  
   0:52    9.69% complete (254 updates), about 8 minutes remaining  
   0:52    9.74% complete (254 updates), about 8 minutes remaining  
   0:52    9.79% complete (254 updates), about 8 minutes remaining  
   0:52    9.83% complete (254 updates), about 8 minutes remaining  
   0:53    9.88% complete (254 updates), about 8 minutes remaining  
   0:53    9.93% complete (254 updates), about 8 minutes remaining  
   0:53    9.98% complete (254 updates), about 8 minutes remaining  
   0:53   10.02% complete (254 updates), about 8 minutes remaining  
   0:54   10.07% complete (254 updates), about 8 minutes remaining  
   0:54   10.12% complete (254 updates), about 8 minutes remaining  
   0:54   10.17% complete (254 updates), about 8 minutes remaining  
   0:54   10.21% complete (254 updates), about 8 minutes remaining  
   0:55   10.26% complete (254 updates), about 8 minutes remaining  
   0:55   10.31% complete (254 updates), about 8 minutes remaining  
   0:55   10.35% complete (254 updates), about 8 minutes remaining  
   0:55   10.40% complete (254 updates), about 8 minutes remaining  
   0:56   10.45% complete (254 updates), about 8 minutes remaining  
   0:56   10.50% complete (254 updates), about 8 minutes remaining  
   0:56   10.54% complete (254 updates), about 8 minutes remaining  
   0:56   10.59% complete (254 updates), about 8 minutes remaining  
   0:57   10.64% complete (254 updates), about 8 minutes remaining  
   0:57   10.69% complete (254 updates), about 8 minutes remaining  
   0:57   10.73% complete (254 updates), about 8 minutes remaining  
   0:57   10.78% complete (254 updates), about 8 minutes remaining  
   0:58   10.83% complete (254 updates), about 8 minutes remaining  
   0:58   10.87% complete (254 updates), about 8 minutes remaining  
   0:58   10.92% complete (254 updates), about 8 minutes remaining  
   0:58   10.97% complete (254 updates), about 8 minutes remaining  
   0:59   11.01% complete (254 updates), about 8 minutes remaining  
   0:59   11.06% complete (254 updates), about 8 minutes remaining  
   0:59   11.11% complete (255 updates), about 8 minutes remaining  
   0:59   11.16% complete (255 updates), about 8 minutes remaining  
   1:00   11.20% complete (255 updates), about 8 minutes remaining  
   1:00   11.25% complete (256 updates), about 8 minutes remaining  
   1:00   11.30% complete (256 updates), about 8 minutes remaining  
   1:00   11.34% complete (257 updates), about 8 minutes remaining  
   1:01   11.39% complete (258 updates), about 8 minutes remaining  
   1:01   11.44% complete (258 updates), about 8 minutes remaining  
   1:01   11.49% complete (258 updates), about 8 minutes remaining  
   1:01   11.53% complete (258 updates), about 8 minutes remaining  
   1:02   11.58% complete (259 updates), about 8 minutes remaining  
   1:02   11.63% complete (259 updates), about 8 minutes remaining  
   1:02   11.68% complete (259 updates), about 8 minutes remaining  
   1:02   11.72% complete (259 updates), about 8 minutes remaining  
   1:03   11.77% complete (259 updates), about 8 minutes remaining  
   1:03   11.81% complete (259 updates), about 8 minutes remaining  
   1:03   11.86% complete (259 updates), about 8 minutes remaining  
   1:03   11.91% complete (259 updates), about 8 minutes remaining  
   1:04   11.95% complete (259 updates), about 8 minutes remaining  
   1:04   12.00% complete (259 updates), about 8 minutes remaining  
   1:04   12.05% complete (259 updates), about 8 minutes remaining  
   1:04   12.09% complete (259 updates), about 8 minutes remaining  
   1:05   12.14% complete (259 updates), about 8 minutes remaining  
   1:05   12.19% complete (259 updates), about 8 minutes remaining  
   1:05   12.23% complete (259 updates), about 8 minutes remaining  
   1:05   12.28% complete (259 updates), about 8 minutes remaining  
   1:06   12.32% complete (259 updates), about 8 minutes remaining  
   1:06   12.37% complete (259 updates), about 8 minutes remaining  
   1:06   12.42% complete (259 updates), about 8 minutes remaining  
   1:06   12.46% complete (260 updates), about 8 minutes remaining  
   1:07   12.51% complete (261 updates), about 8 minutes remaining  
   1:07   12.56% complete (261 updates), about 8 minutes remaining  
   1:07   12.60% complete (261 updates), about 8 minutes remaining  
   1:07   12.65% complete (262 updates), about 8 minutes remaining  
   1:08   12.70% complete (262 updates), about 8 minutes remaining  
   1:08   12.75% complete (262 updates), about 8 minutes remaining  
   1:08   12.79% complete (262 updates), about 8 minutes remaining  
   1:08   12.84% complete (262 updates), about 8 minutes remaining  
   1:09   12.89% complete (262 updates), about 8 minutes remaining  
   1:09   12.94% complete (262 updates), about 8 minutes remaining  
   1:09   12.98% complete (262 updates), about 8 minutes remaining  
   1:09   13.03% complete (262 updates), about 8 minutes remaining  
   1:10   13.08% complete (262 updates), about 8 minutes remaining  
   1:10   13.13% complete (262 updates), about 8 minutes remaining  
   1:10   13.17% complete (262 updates), about 8 minutes remaining  
   1:10   13.22% complete (262 updates), about 8 minutes remaining  
   1:11   13.27% complete (263 updates), about 8 minutes remaining  
   1:11   13.32% complete (263 updates), about 8 minutes remaining  
   1:11   13.36% complete (263 updates), about 8 minutes remaining  
   1:11   13.41% complete (263 updates), about 8 minutes remaining  
   1:12   13.46% complete (263 updates), about 8 minutes remaining  
   1:12   13.50% complete (264 updates), about 8 minutes remaining  
   1:12   13.55% complete (264 updates), about 8 minutes remaining  
   1:12   13.60% complete (264 updates), about 8 minutes remaining  
   1:13   13.64% complete (264 updates), about 8 minutes remaining  
   1:13   13.69% complete (265 updates), about 8 minutes remaining  
   1:13   13.74% complete (265 updates), about 8 minutes remaining  
   1:13   13.79% complete (266 updates), about 8 minutes remaining  
   1:14   13.83% complete (266 updates), about 8 minutes remaining  
   1:14   13.88% complete (266 updates), about 8 minutes remaining  
   1:14   13.93% complete (266 updates), about 8 minutes remaining  
   1:14   13.97% complete (266 updates), about 8 minutes remaining  
   1:15   14.02% complete (266 updates), about 8 minutes remaining  
   1:15   14.07% complete (266 updates), about 8 minutes remaining  
   1:15   14.11% complete (266 updates), about 8 minutes remaining  
   1:15   14.16% complete (266 updates), about 8 minutes remaining  
   1:16   14.21% complete (267 updates), about 8 minutes remaining  
   1:16   14.26% complete (267 updates), about 8 minutes remaining  
   1:16   14.30% complete (267 updates), about 8 minutes remaining  
   1:16   14.35% complete (268 updates), about 8 minutes remaining  
   1:17   14.40% complete (268 updates), about 8 minutes remaining  
   1:17   14.44% complete (268 updates), about 8 minutes remaining  
   1:17   14.49% complete (268 updates), about 8 minutes remaining  
   1:17   14.54% complete (268 updates), about 8 minutes remaining  
   1:18   14.58% complete (268 updates), about 8 minutes remaining  
   1:18   14.63% complete (268 updates), about 8 minutes remaining  
   1:18   14.68% complete (268 updates), about 8 minutes remaining  
   1:18   14.73% complete (268 updates), about 8 minutes remaining  
   1:19   14.77% complete (268 updates), about 8 minutes remaining  
   1:19   14.82% complete (268 updates), about 8 minutes remaining  
   1:19   14.87% complete (268 updates), about 8 minutes remaining  
   1:19   14.92% complete (268 updates), about 8 minutes remaining  
   1:20   14.96% complete (268 updates), about 8 minutes remaining  
   1:20   15.01% complete (268 updates), about 8 minutes remaining  
   1:20   15.06% complete (268 updates), about 8 minutes remaining  
   1:20   15.11% complete (268 updates), about 8 minutes remaining  
   1:21   15.16% complete (268 updates), about 8 minutes remaining  
   1:21   15.20% complete (268 updates), about 8 minutes remaining  
   1:21   15.25% complete (268 updates), about 8 minutes remaining  
   1:21   15.30% complete (268 updates), about 8 minutes remaining  
   1:22   15.34% complete (268 updates), about 8 minutes remaining  
   1:22   15.39% complete (268 updates), about 8 minutes remaining  
   1:22   15.44% complete (269 updates), about 8 minutes remaining  
   1:22   15.48% complete (269 updates), about 8 minutes remaining  
   1:23   15.53% complete (269 updates), about 8 minutes remaining  
   1:23   15.58% complete (269 updates), about 8 minutes remaining  
   1:23   15.63% complete (269 updates), about 8 minutes remaining  
   1:23   15.67% complete (269 updates), about 8 minutes remaining  
   1:24   15.72% complete (269 updates), about 8 minutes remaining  
   1:24   15.77% complete (269 updates), about 8 minutes remaining  
   1:24   15.81% complete (269 updates), about 7 minutes remaining  
   1:24   15.86% complete (269 updates), about 7 minutes remaining  
   1:25   15.91% complete (269 updates), about 7 minutes remaining  
   1:25   15.95% complete (269 updates), about 7 minutes remaining  
   1:25   16.00% complete (269 updates), about 7 minutes remaining  
   1:25   16.05% complete (269 updates), about 7 minutes remaining  
   1:26   16.10% complete (270 updates), about 7 minutes remaining  
   1:26   16.14% complete (270 updates), about 7 minutes remaining  
   1:26   16.19% complete (270 updates), about 7 minutes remaining  
   1:26   16.24% complete (270 updates), about 7 minutes remaining  
   1:27   16.28% complete (270 updates), about 7 minutes remaining  
   1:27   16.33% complete (270 updates), about 7 minutes remaining  
   1:27   16.38% complete (270 updates), about 7 minutes remaining  
   1:27   16.43% complete (270 updates), about 7 minutes remaining  
   1:28   16.47% complete (270 updates), about 7 minutes remaining  
   1:28   16.52% complete (270 updates), about 7 minutes remaining  
   1:28   16.57% complete (271 updates), about 7 minutes remaining  
   1:28   16.61% complete (271 updates), about 7 minutes remaining  
   1:29   16.66% complete (271 updates), about 7 minutes remaining  
   1:29   16.71% complete (271 updates), about 7 minutes remaining  
   1:29   16.75% complete (271 updates), about 7 minutes remaining  
   1:29   16.80% complete (271 updates), about 7 minutes remaining  
   1:30   16.85% complete (272 updates), about 7 minutes remaining  
   1:30   16.89% complete (272 updates), about 7 minutes remaining  
   1:30   16.94% complete (272 updates), about 7 minutes remaining  
   1:30   16.99% complete (272 updates), about 7 minutes remaining  
   1:31   17.03% complete (272 updates), about 7 minutes remaining  
   1:31   17.08% complete (272 updates), about 7 minutes remaining  
   1:31   17.13% complete (272 updates), about 7 minutes remaining  
   1:31   17.18% complete (272 updates), about 7 minutes remaining  
   1:32   17.22% complete (272 updates), about 7 minutes remaining  
   1:32   17.27% complete (272 updates), about 7 minutes remaining  
   1:32   17.32% complete (272 updates), about 7 minutes remaining  
   1:32   17.37% complete (272 updates), about 7 minutes remaining  
   1:33   17.41% complete (272 updates), about 7 minutes remaining  
   1:33   17.46% complete (272 updates), about 7 minutes remaining  
   1:33   17.50% complete (272 updates), about 7 minutes remaining  
   1:33   17.55% complete (272 updates), about 7 minutes remaining  
   1:34   17.60% complete (272 updates), about 7 minutes remaining  
   1:34   17.64% complete (273 updates), about 7 minutes remaining  
   1:34   17.68% complete (273 updates), about 7 minutes remaining  
   1:34   17.72% complete (273 updates), about 7 minutes remaining  
   1:35   17.76% complete (273 updates), about 7 minutes remaining  
   1:35   17.80% complete (273 updates), about 7 minutes remaining  
   1:35   17.84% complete (273 updates), about 7 minutes remaining  
   1:35   17.89% complete (273 updates), about 7 minutes remaining  
   1:36   17.93% complete (273 updates), about 7 minutes remaining  
   1:36   17.96% complete (273 updates), about 7 minutes remaining  
   1:36   18.00% complete (273 updates), about 7 minutes remaining  
   1:36   18.04% complete (273 updates), about 7 minutes remaining  
   1:37   18.08% complete (273 updates), about 7 minutes remaining  
   1:37   18.12% complete (273 updates), about 7 minutes remaining  
   1:37   18.16% complete (274 updates), about 7 minutes remaining  
   1:37   18.20% complete (274 updates), about 7 minutes remaining  
   1:38   18.24% complete (274 updates), about 7 minutes remaining  
   1:38   18.27% complete (274 updates), about 7 minutes remaining  
   1:38   18.31% complete (274 updates), about 7 minutes remaining  
   1:38   18.35% complete (274 updates), about 7 minutes remaining  
   1:39   18.40% complete (274 updates), about 7 minutes remaining  
   1:39   18.44% complete (274 updates), about 7 minutes remaining  
   1:39   18.48% complete (275 updates), about 7 minutes remaining  
   1:39   18.53% complete (275 updates), about 7 minutes remaining  
   1:40   18.57% complete (275 updates), about 7 minutes remaining  
   1:40   18.62% complete (275 updates), about 7 minutes remaining  
   1:40   18.66% complete (275 updates), about 7 minutes remaining  
   1:40   18.71% complete (275 updates), about 7 minutes remaining  
   1:41   18.75% complete (275 updates), about 7 minutes remaining  
   1:41   18.79% complete (275 updates), about 7 minutes remaining  
   1:41   18.84% complete (275 updates), about 7 minutes remaining  
   1:41   18.88% complete (275 updates), about 7 minutes remaining  
   1:42   18.93% complete (275 updates), about 7 minutes remaining  
   1:42   18.97% complete (275 updates), about 7 minutes remaining  
   1:42   19.00% complete (275 updates), about 7 minutes remaining  
   1:42   19.03% complete (275 updates), about 7 minutes remaining  
   1:43   19.07% complete (275 updates), about 7 minutes remaining  
   1:43   19.11% complete (275 updates), about 7 minutes remaining  
   1:43   19.14% complete (275 updates), about 7 minutes remaining  
   1:43   19.19% complete (275 updates), about 7 minutes remaining  
   1:44   19.23% complete (275 updates), about 7 minutes remaining  
   1:44   19.28% complete (275 updates), about 7 minutes remaining  
   1:44   19.32% complete (275 updates), about 7 minutes remaining  
   1:44   19.37% complete (275 updates), about 7 minutes remaining  
   1:45   19.41% complete (276 updates), about 7 minutes remaining  
   1:45   19.46% complete (276 updates), about 7 minutes remaining  
   1:45   19.51% complete (276 updates), about 7 minutes remaining  
   1:45   19.56% complete (277 updates), about 7 minutes remaining  
   1:46   19.60% complete (277 updates), about 7 minutes remaining  
   1:46   19.65% complete (278 updates), about 7 minutes remaining  
   1:46   19.69% complete (278 updates), about 7 minutes remaining  
   1:46   19.74% complete (278 updates), about 7 minutes remaining  
   1:47   19.79% complete (278 updates), about 7 minutes remaining  
   1:47   19.83% complete (278 updates), about 7 minutes remaining  
   1:47   19.88% complete (278 updates), about 7 minutes remaining  
   1:47   19.93% complete (279 updates), about 7 minutes remaining  
   1:48   19.97% complete (279 updates), about 7 minutes remaining  
   1:48   20.02% complete (279 updates), about 7 minutes remaining  
   1:48   20.07% complete (279 updates), about 7 minutes remaining  
   1:48   20.12% complete (279 updates), about 7 minutes remaining  
   1:49   20.16% complete (279 updates), about 7 minutes remaining  
   1:49   20.21% complete (280 updates), about 7 minutes remaining  
   1:49   20.26% complete (280 updates), about 7 minutes remaining  
   1:49   20.30% complete (280 updates), about 7 minutes remaining  
   1:50   20.35% complete (280 updates), about 7 minutes remaining  
   1:50   20.40% complete (280 updates), about 7 minutes remaining  
   1:50   20.45% complete (280 updates), about 7 minutes remaining  
   1:50   20.49% complete (280 updates), about 7 minutes remaining  
   1:51   20.54% complete (281 updates), about 7 minutes remaining  
   1:51   20.59% complete (281 updates), about 7 minutes remaining  
   1:51   20.63% complete (281 updates), about 7 minutes remaining  
   1:51   20.68% complete (281 updates), about 7 minutes remaining  
   1:52   20.73% complete (282 updates), about 7 minutes remaining  
   1:52   20.77% complete (282 updates), about 7 minutes remaining  
   1:52   20.82% complete (282 updates), about 7 minutes remaining  
   1:52   20.87% complete (282 updates), about 7 minutes remaining  
   1:53   20.92% complete (282 updates), about 7 minutes remaining  
   1:53   20.96% complete (282 updates), about 7 minutes remaining  
   1:53   21.01% complete (282 updates), about 7 minutes remaining  
   1:53   21.06% complete (282 updates), about 7 minutes remaining  
   1:54   21.11% complete (282 updates), about 7 minutes remaining  
   1:54   21.16% complete (282 updates), about 7 minutes remaining  
   1:54   21.20% complete (282 updates), about 7 minutes remaining  
   1:54   21.25% complete (282 updates), about 7 minutes remaining  
   1:55   21.29% complete (282 updates), about 7 minutes remaining  
   1:55   21.34% complete (282 updates), about 7 minutes remaining  
   1:55   21.39% complete (282 updates), about 7 minutes remaining  
   1:55   21.44% complete (282 updates), about 7 minutes remaining  
   1:56   21.48% complete (282 updates), about 7 minutes remaining  
   1:56   21.53% complete (282 updates), about 7 minutes remaining  
   1:56   21.58% complete (283 updates), about 7 minutes remaining  
   1:56   21.63% complete (283 updates), about 7 minutes remaining  
   1:57   21.67% complete (283 updates), about 7 minutes remaining  
   1:57   21.72% complete (283 updates), about 7 minutes remaining  
   1:57   21.77% complete (283 updates), about 7 minutes remaining  
   1:57   21.82% complete (283 updates), about 7 minutes remaining  
   1:58   21.86% complete (283 updates), about 7 minutes remaining  
   1:58   21.91% complete (283 updates), about 7 minutes remaining  
   1:58   21.96% complete (283 updates), about 7 minutes remaining  
   1:58   22.01% complete (283 updates), about 7 minutes remaining  
   1:59   22.05% complete (283 updates), about 7 minutes remaining  
